SampleID,SampleNumber
C0830_2F_1A,FG00799
C0124_4F_1A,FG00800
M1287_1F_1A,FG00801
C0323_3F_1A,FG00802
C0324_3F_1A,FG00803
C0055_3F_1A,FG00804
M1211_3F_1A,FG00805
M1226_2F_1A,FG00806
M1234_2F_1A,FG00807
M1176_3F_1A,FG00809
C0047_8F_1A,FG00810
C1015_3F_1A,FG00811
M1273_1F_1A,FG00812
M1202_3F_1A,FG00813
M1232_2F_1A,FG00814
C0312_8F_1A,FG00815
C0161_7F_1A,FG00816
M1240_2F_1A,FG00817
M1188_3F_1A,FG00818
M1208_3F_1A,FG00819
M1177_3F_1A,FG00821
C2018_5F_1A,FG00822
C0249_5F_1A,FG00823
C0248_3F_1A,FG00824
M1221_3F_1A,FG00825
C0385_5F_1A,FG00826
M1271_1F_1A,FG00827
M1281_1F_1A,FG00828
C0231_3F_1A,FG00829
C0724_2F_1A,FG00830
C0725_2F_1A,FG00831
M0974_2F_1A,FG00832
M1207_3F_1A,FG00833
M1247_2F_1A,FG00834
C0405_7F_1A,FG00835
M1258_2F_1A,FG00836
C0897_2F_1A,FG00837
M1275_1F_1A,FG00838
C0946_5F_1A,FG00839
M1245_2F_1A,FG00841
C0742_5F_1A,FG00842
C0792_4F_1A,FG00843
M1262_2F_1A,FG00844
M1226_3F_1A,FG00845
M1255_2F_1A,FG00846
C0146_7F_1A,FG00847
M1279_1F_1A,FG00848
M1266_2F_1A,FG00849
C0470_3F_1A,FG00850
M1229_3F_1A,FG00851
C0768_2F_1A,FG00852
C0785_2F_1A,FG00853
C0932_7F_1A,FG00854
C0110_8F_1A,FG00855
C0111_7F_1A,FG00856
C0996_4F_1A,FG00857
M1300_1F_1A,FG00858
C0476_5F_1A,FG00859
M1272_2F_1A,FG00860
M1295_1F_1A,FG00861
C0479_5F_1A,FG00862
C0742_5F_2A,FG00863
C0774_4F_1A,FG00864
C0711_6F_1A,FG00865
M1246_3F_1A,FG00866
C0744_6F_1A,FG00867
C0880_5F_1A,FG00868
M1254_3F_1A,FG00869
M1271_2F_1A,FG00870
M1282_2F_1A,FG00871
M1276_2F_1A,FG00872
M1312_1F_1A,FG00873
M1287_2F_1A,FG00874
C0577_3F_1A,FG00875
C0579_3F_1A,FG00876
C0578_3F_1A,FG00877
C1135_4F_1A,FG00878
C0524_5F_1A,FG00879
M1298_1F_1A,FG00880
M1275_2F_1A,FG00881
C0980_5F_1A,FG00885
M1283_2F_1A,FG00886
C0871_3F_1A,FG00887
M1252_2F_1A,FG00888
C0516_3F_1A,FG00889
M1240_3F_1A,FG00890
M1262_3F_1A,FG00891
M1258_3F_1A,FG00892
M1300_2F_1A,FG00893
M1286_2F_1A,FG00894
M1297_2F_1A,FG00895
C1219_3F_1A,FG00896
M1294_2F_1A,FG00897
M1266_3F_1A,FG00898
M1278_3F_1A,FG00899
C1115_4F_1A,FG00900
C1177_4F_1A,FG00901
M1307_2F_1A,FG00902
M1295_2F_1A,FG00903
C0117_6F_1A,FG00904
C1050_4F_1A,FG00905
M1232_3F_1A,FG00907
M1278_2F_1A,FG00908
C0879_3F_1A,FG00909
C0661_4F_1A,FG00910
M1273_3F_1A,FG00911
M1272_3F_1A,FG00912
M1302_2F_1A,FG00913
M1301_3F_1A,FG00914
C0459_4F_1A,FG00915
M1305_2F_1A,FG00916
M1340_1F_1A,FG00917
M1314_2F_1A,FG00918
C1329_1F_1A,FG00919
C1328_1F_1A,FG00920
M1333_1F_1A,FG00921
C0547_3F_1A,FG00922
M1326_2F_1A,FG00923
C0596_3F_1A,FG00924
C0597_3F_1A,FG00925
M1316_2F_1A,FG00926
M1300_3F_1A,FG00927
M1318_2F_1A,FG00928
M1324_2F_1A,FG00929
C0923_4F_1A,FG00930
C0196_6F_1A,FG00931
C0369_4F_1A,FG00932
M1294_3F_1A,FG00933
C0492_4F_1A,FG00934
M1339_1F_1A,FG00935
M1293_3F_1A,FG00936
C0500_4F_1A,FG00937
C0873_2F_1A,FG00938
C0864_6F_1A,FG00939
C1167_4F_1A,FG00940
M1295_3F_1A,FG00941
C1162_4F_1A,FG00942
M1322_2F_1A,FG00943
C1361_1F_1A,FG00944
M1330_2F_1A,FG00945
C0932_8F_1A,FG00946
C0043_9F_1A,FG00947
C0325_6F_1A,FG00948
C0194_5F_1A,FG00949
M1280_2F_1A,FG00950
M1280_3F_2A,FG00952
C1109_4F_1A,FG00953
C0530_3F_1A,FG00954
C0556_4F_1A,FG00955
M1348_1F_1A,FG00956
C0863_5F_1A,FG00957
C1255_3F_1A,FG00958
M1344_1F_1A,FG00959
M1325_2F_1A,FG00960
C1223_2F_1A,FG00961
C1195_4F_1A,FG00963
C0575_3F_1A,FG00964
C0188_7F_1A,FG00965
C0179_6F_1A,FG00966
C0189_7F_1A,FG00967
C0723_5F_1A,FG00968
C1172_4F_1A,FG00969
M1307_3F_1A,FG00970
M1336_2F_1A,FG00972
M1279_2F_1A,FG00973
M1279_3F_1A,FG00974
M1298_3F_1A,FG00975
C0495_3F_1A,FG00976
M1305_3F_1A,FG00977
M1354_2F_1A,FG00978
C1068_8F_1A,FG00979
M1347_2F_1A,FG00980
M1312_3F_1A,FG00981
M1340_2F_1A,FG00982
M1345_2F_1A,FG00983
M1363_1F_1A,FG00984
M1369_1F_1A,FG00985
M1316_3F_1A,FG00986
M1342_2F_1A,FG00987
C1155_4F_1A,FG00988
M1337_2F_1A,FG00989
C0494_3F_1A,FG00990
C0635_3F_1A,FG00991
C1159_4F_1A,FG00992
M1352_1F_1A,FG00993
C0571_3F_1A,FG00994
M1376_1F_1A,FG00995
M1314_3F_1A,FG00996
M1318_3F_1A,FG00997
M1322_3F_1A,FG00998
M1324_3F_1A,FG00999
C1273_4F_1A,FG01001
M1371_1F_1A,FG01002
C0623_3F_1A,FG01003
C0492_7F_1A,FG01004
C0123_5F_1A,FG01005
C1365_1F_1A,FG01006
C1171_2F_1A,FG01007
C1050_9F_1A,FG01008
M1373_1F_1A,FG01009
M1336_3F_1A,FG01010
M1353_2F_1A,FG01011
M1367_2F_1A,FG01012
M1333_3F_1A,FG01013
M1362_2F_1A,FG01014
C1220_4F_1A,FG01015
C1234_4F_1A,FG01016
C1244_4F_1A,FG01017
M1352_2F_1A,FG01018
C1227_4F_1A,FG01019
C1271_4F_1A,FG01020
C1135_5F_1A,FG01021
C1197_2F_1A,FG01022
C1378_1F_1A,FG01023
C1379_1F_1A,FG01024
M1339_3F_1A,FG01025
M1354_3F_1A,FG01026
M1348_3F_1A,FG01027
C1060_4F_1A,FG01028
C1007_4F_1A,FG01029
C0961_5F_1A,FG01030
C1168_4F_1A,FG01031
M1359_3F_1A,FG01032
C0420_7F_1A,FG01033
M1340_3F_1A,FG01034
M1344_3F_1A,FG01035
C1209_4F_1A,FG01036
C1208_4F_1A,FG01037
M1372_2F_1A,FG01038
M1352_3F_1A,FG01039
M1345_3F_1A,FG01040
C0402_4F_1A,FG01041
C1370_2F_1A,FG01042
M1398_1F_1A,FG01043
M1401_1F_1A,FG01044
C1207_4F_1A,FG01045
C1116_3F_1A,FG01046
C1068_10F_1A,FG01047
M1363_2F_1A,FG01048
C1215_4F_1A,FG01049
M1359_2F_1A,FG01050
M1393_1F_1A,FG01051
M1409_1F_1A,FG01052
M1397_1F_1A,FG01053
M1383_2F_1A,FG01054
M1369_2F_1A,FG01055
C1087_4F_1A,FG01056
C1104_4F_1A,FG01057
M1362_3F_1A,FG01058
C1258_4F_1A,FG01059
M1382_2F_1A,FG01060
C0514_3F_1A,FG01061
M1380_2F_1A,FG01062
M1280_3F_1A,FG01820
M1413_2F_1A,FG01971
C0061_9F_1A,FG01972
C1050_5F_1A,FG01975
C0860_2F_1A,FG01977
C0859_2F_1A,FG01978
C0568_3F_1A,FG01980
C1237_4F_1A,FG01982
M1411_1F_1A,FG01984
C1104_5F_1A,FG01986
C1215_5F_1A,FG01988
C0202_8F_1A,FG01990
M1415_1F_1A,FG01992
C1326_4F_1A,FG01994
C0062_9F_1A,FG01996
C1271_5F_1A,FG01998
M1413_1F_1A,FG02000
C1314_4F_1A,FG02001
C0398_2F_1A,FG02003
C0511_4F_1A,FG02005
M1414_1F_1A,FG02007
C0047_9F_1A,FG02011
C1345_4F_1A,FG02013
M1401_2F_1A,FG02015
C0730_3F_1A,FG02017
C1372_3F_1A,FG02019
C0569_3F_1A,FG02021
C1422_1F_1A,FG02023
C0586_3F_1A,FG02026
C1406_1F_1A,FG02028
C0126_11F_1A,FG02030
C0127_9F_1A,FG02032
M1420_2F_1A,FG02035
C0341_4F_1A,FG02037
C0336_4F_1A,FG02039
C2018_6F_1A,FG02042
C0483_2F_1A,FG02044
C1428_1F_1A,FG02046
M1419_2F_1A,FG02048
C0880_6F_1A,FG02049
C1427_1F_1A,FG02051
C1088_3F_1A,FG02053
M1429_1F_1A,FG02055
C0235_4F_1A,FG02057
C0830_3F_1A,FG02059
C0025_7F_1A,FG02061
C0066_9F_1A,FG02063
M1415_3F_1A,FG02065
C1415_2F_1A,FG02072
C1440_1F_1A,FG02074
C1399_3F_1A,FG02076
C0194_6F_1A,FG02078
C0196_7F_1A,FG02080
C1398_3F_1A,FG02082
C0902_2F_1A,FG02084
M1445_1F_1A,FG02086
C1322_4F_1A,FG02088
C0654_4F_1A,FG02090
C0161_8F_1A,FG02092
C1421_1F_1A,FG02094
C0526_3F_1A,FG02096
M1419_3F_1A,FG02099
M1424_2F_1A,FG02101
C1136_2F_1A,FG02103
M1432_2F_1A,FG02105
C0597_4F_1A,FG02107
C0596_4F_1A,FG02109
M1430_1F_1A,FG02111
C1431_1F_1A,FG02113
C0479_6F_1A,FG02115
C0861_3F_1A,FG02117
C1446_1F_1A,FG02119
C0660_3F_1A,FG02121
C0092_3F_1A,FG02123
C1344_4F_1A,FG02125
C0741_3F_1A,FG02127
C0312_9F_1A,FG02129
C0774_5F_1A,FG02131
M1438_1F_1A,FG02133
C0864_8F_1A,FG02135
C0131_5F_1A,FG02137
C0524_6F_1A,FG02139
C0055_4F_1A,FG02141
C0110_9F_1A,FG02143
C1218_5F_1A,FG02145
M1435_2F_1A,FG02147
C1246_5F_1A,FG02149
C0323_4F_1A,FG02151
M1439_1F_1A,FG02153
C1401_3F_1A,FG02155
C0385_6F_1A,FG02157
C1116_4F_1A,FG02159
C1411_3F_1A,FG02161
C0672_4F_1A,FG02163
C1060_5F_1A,FG02165
M1455_1F_1A,FG02167
C1447_1F_1A,FG02169
C1087_5F_1A,FG02171
C0557_3F_1A,FG02173
C0961_6F_1A,FG02175
C1009_3F_1A,FG02177
C0871_4F_1A,FG02183
C0872_3F_1A,FG02185
M1439_3F_1A,FG02187
C1207_5F_1A,FG02189
C1371_3F_1A,FG02191
M1452_1F_1A,FG02193
C0189_8F_1A,FG02195
C0188_8F_1A,FG02197
C1314_5F_1A,FG02199
M1452_2F_1A,FG02201
M1445_3F_1A,FG02203
C0879_4F_1A,FG02205
M1458_1F_1A,FG02207
M1454_2F_1A,FG02209
C1436_1F_1A,FG02211
M1460_1F_1A,FG02213
C1059_4F_1A,FG02215
C1355_4F_1A,FG02217
M1462_1F_1A,FG02219
C0200_4F_1A,FG02221
M1455_2F_1A,FG02223
C0634_6F_1A,FG02226
C1468_1F_1A,FG02228
C1386_4F_1A,FG02232
M1454_3F_1A,FG02234
C1422_2F_1A,FG02236
M1463_2F_1A,FG02238
C0887_3F_1A,FG02240
C1050_11F_1A,FG02242
M1460_2F_1A,FG02244
C0880_7F_1A,FG02246
M1452_3F_1A,FG02248
M1455_3F_1A,FG02250
M1465_2F_1A,FG02252
C1333_4F_1A,FG02254
C1469_1F_1A,FG02256
C1305_5F_1A,FG02258
C0108_5F_1A,FG02260
C0305_4F_1A,FG02262
M1462_2F_1A,FG02264
C0586_4F_1A,FG02266
C0798_3F_1A,FG02268
C0930_3F_1A,FG02270
C1432_3F_1A,FG02272
C0420_8F_1A,FG02274
C0514_4F_1A,FG02276
C0893_4F_1A,FG02278
C0325_7F_1A,FG02279
C0043_10F_1A,FG02281
M1460_3F_1A,FG02284
C0744_9F_1A,FG02286
C0043_7F_1A,FG02288
M1362_1F_1A,FG02290
M1061_2F_1A,FG02291
M1297_3F_1A,FG02292
C0127_6F_1B,FG02293
C0126_8F_1A,FG02294
C0126_8F_1B,FG02294
C0634_1F_2A,FG02295
C0631_1F_2A,FG02296
C0544_1F_2A,FG02297
C0591_1F_2A,FG02298
C0590_1F_2A,FG02299
M0652_1F_2A,FG02300
C0688_1F_2A,FG02301
C0621_1F_2A,FG02302
C0643_1F_2A,FG02303
C0506_1F_2A,FG02304
M0647_1F_2A,FG02305
C0271_6F_1A,FG02306
M1479_1F_1A,FG02308
M1465_3F_1A,FG02310
C0595_1F_2A,FG02312
C0514_1F_2A,FG02313
C0720_1F_2A,FG02314
C0420_4F_2A,FG02315
C0202_4F_2A,FG02316
C0179_4F_2A,FG02317
C2018_1F_2A,FG02318
C0537_1F_2A,FG02319
M0680_2F_2A,FG02320
C0189_5F_2A,FG02321
C0249_4F_2A,FG02322
C0426_7F_1A,FG02323
C0539_4F_1A,FG02325
C0388_9F_1A,FG02327
M1480_1F_1A,FG02329
C0405_8F_1A,FG02331
M0656_1F_2A,FG02333
C0541_1F_2A,FG02334
C0638_1F_2A,FG02335
C0837_1F_2A,FG02336
M0685_1F_2A,FG02337
M0703_1F_2A,FG02338
C0660_1F_2A,FG02339
M0662_1F_2A,FG02340
C0624_1F_2A,FG02341
C0641_1F_2A,FG02342
M0676_1F_2A,FG02343
C0597_1F_2A,FG02344
C0665_1F_2A,FG02345
C0620_1F_2A,FG02346
C0679_1F_2A,FG02347
C0517_1F_2A,FG02348
C0623_1F_2A,FG02349
M0651_1F_2A,FG02350
C0694_1F_2A,FG02351
C0507_1F_2A,FG02352
C0579_1F_2A,FG02353
C0429_4F_2A,FG02354
C0107_4F_2A,FG02355
C0058_4F_2A,FG02356
C0061_6F_2A,FG02357
C0062_6F_2A,FG02358
C0106_6F_2A,FG02359
C0142_6F_2A,FG02360
C0202_6F_2A,FG02361
C0188_5F_2A,FG02362
C0201_5F_2A,FG02363
C0159_5F_2A,FG02364
C0196_5F_2A,FG02365
C0308_5F_2A,FG02366
C0254_5F_2A,FG02367
C0194_4F_2A,FG02368
C0307_4F_2A,FG02369
C0132_4F_2A,FG02370
C0117_4F_2A,FG02371
C0059_4F_2A,FG02372
C0016_3F_2A,FG02373
C0479_3F_2A,FG02374
C0119_3F_2A,FG02375
C0240_3F_2A,FG02376
M0674_1F_2A,FG02377
C0569_1F_2A,FG02378
C0615_1F_2A,FG02379
C0672_1F_2A,FG02380
M0644_1F_2A,FG02381
C0521_1F_2A,FG02382
C0601_1F_2A,FG02383
C0509_1F_2A,FG02384
C0570_1F_2A,FG02385
C0635_1F_2A,FG02386
C0577_1F_2A,FG02387
C0655_1F_2A,FG02388
C0747_1F_2A,FG02389
C0498_1F_2A,FG02390
M0713_1F_2A,FG02391
M0663_1F_2A,FG02392
C0520_1F_2A,FG02393
C0547_1F_2A,FG02394
M0705_1F_2A,FG02395
C0698_1F_2A,FG02396
M0709_1F_2A,FG02397
C0636_1F_2A,FG02398
M0711_1F_2A,FG02399
C0704_1F_2A,FG02400
C0686_1F_2A,FG02401
C0569_4F_1A,FG02402
C0570_4F_1A,FG02404
C0603_1F_2A,FG02406
C0661_1F_2A,FG02407
C0594_1F_2A,FG02408
M0682_1F_2A,FG02409
C0578_1F_2A,FG02410
C0596_1F_2A,FG02411
C0633_1F_2A,FG02412
C0648_1F_2A,FG02413
C0639_1F_2A,FG02414
C0683_1F_2A,FG02415
C0627_1F_2A,FG02416
C0530_1F_2A,FG02417
C0589_1F_2A,FG02418
C0552_1F_2A,FG02419
C0673_1F_2A,FG02420
C0323_2F_2A,FG02421
C0324_2F_2A,FG02422
M0647_2F_2A,FG02423
M0653_2F_2A,FG02424
C0450_2F_2A,FG02425
C2014_2F_2A,FG02426
M0652_2F_2A,FG02427
C0017_2F_2A,FG02428
M0766_2F_2A,FG02429
C0055_2F_2A,FG02430
M0659_2F_2A,FG02431
C0364_2F_2A,FG02432
C0469_2F_2A,FG02433
M0644_2F_2A,FG02434
C0123_3F_2A,FG02435
M0699_3F_2A,FG02436
C0404_3F_2A,FG02437
C0403_3F_2A,FG02439
C0193_3F_2A,FG02440
C0093_3F_2A,FG02441
C0476_3F_2A,FG02442
C0337_3F_2A,FG02443
C0258_3F_2A,FG02444
C2014_6F_1A,FG02446
C0665_3F_1A,FG02448
C1436_2F_1A,FG02450
C0624_3F_1A,FG02452
C0202_10F_1A,FG02454
C0547_4F_1A,FG02456
C1439_4F_1A,FG02458
M1486_1F_1A,FG02461
C0530_4F_1A,FG02463
M1479_2F_1A,FG02465
C1307_4F_1A,FG02467
M1462_3F_1A,FG02469
C0477_5F_1A,FG02471
C0500_6F_1A,FG02473
C1487_1F_1A,FG02475
C1188_7F_1A,FG02477
C0369_5F_1A,FG02481
C1361_2F_1A,FG02483
C0047_10F_1A,FG02485
C0201_8F_1A,FG02487
C0812_3F_1A,FG02489
